time(UTC),T2m,RH,G(h),Gb(n),Gd(h),IR(h),WS10m,WD10m,SP
20111021:2200,17.81,81.37,0,0,0,355.9,3.31,42,100182
20111021:2300,17.37,83.67,0,0,0,352.7,3.63,40,100169
20111022:0000,16.89,86.49,0,0,0,350.6,3.65,37,100162
20111022:0100,16.42,89.31,0,0,0,348.5,3.67,35,100156
20111022:0200,15.94,92.13,0,0,0,346.4,3.7,32,100149
20111022:0300,15.58,93.17,0,0,0,345.1,3.62,33,100169
20111022:0400,15.22,94.22,0,0,0,343.8,3.55,33,100189
20111022:0500,14.85,95.26,0,0,0,342.5,3.48,34,100208
20111022:0600,16.1,87.27,28,37.59,25,345.08,3.46,38,100241
20111022:0700,17.35,79.27,225,420.12,107,347.67,3.45,42,100274
20111022:0800,18.59,71.28,420,590.55,151,350.25,3.43,46,100307
20111022:0900,20.06,63.67,582,692.78,172,357.63,3.75,45,100251
20111022:1000,21.53,56.06,699,778.82,169,365.02,4.06,45,100195
20111022:1100,22.99,48.45,738,779.81,180,372.4,4.37,45,100139
20111022:1200,23.55,45.36,721,801.96,164,374.8,4.06,46,100051
20111022:1300,24.11,42.27,592,617.2,210,377.2,3.75,46,99962
20111022:1400,24.66,39.18,473,656.08,149,379.6,3.43,47,99873
20111022:1500,23.66,43.37,270,430.12,129,382.37,3.27,44,99880
20111022:1600,22.65,47.55,47,22.7,44,385.13,3.11,40,99886
20111022:1700,21.65,51.74,0,0,0,387.9,2.95,36,99893
20111022:1800,21.02,54.58,0,0,0,389.05,2.85,41,99916
20111022:1900,20.38,57.41,0,0,0,390.2,2.75,45,99939
20111022:2000,19.75,60.25,0,0,0,391.35,2.65,50,99962
20111022:2100,19.45,63.41,0,0,0,389.82,2.31,56,99926
20111022:2200,19.14,66.58,0,0,0,388.28,1.98,62,99890
20111022:2300,18.83,69.74,0,0,0,386.75,1.64,69,99853
20111023:0000,18.39,71.41,0,0,0,387.77,1.29,53,99807
20111023:0100,17.96,73.09,0,0,0,388.78,0.93,37,99761
20111023:0200,17.52,74.76,0,0,0,389.8,0.58,21,99715
20111023:0300,17.4,75.93,0,0,0,389.75,0.71,17,99719
20111023:0400,17.28,77.1,0,0,0,389.7,0.84,12,99722
20111023:0500,17.15,78.27,0,0,0,389.65,0.97,7,99725
20111023:0600,17.37,76.47,44,208.64,28,389.75,0.82,329,99751
20111023:0700,17.59,74.67,47,0,47,389.85,0.68,290,99778
20111023:0800,17.8,72.87,56,0,56,389.95,0.54,252,99804
20111023:0900,18.37,70.7,539,542.62,220,391.75,1.12,253,99771
20111023:1000,18.93,68.54,407,96.1,342,393.55,1.7,254,99738
20111023:1100,19.49,66.37,316,16.87,304,395.35,2.28,255,99705
20111023:1200,19.81,67.97,547,302.81,338,391.08,2.9,258,99653
20111023:1300,20.12,69.57,378,109.02,311,386.82,3.52,260,99600
20111023:1400,20.43,71.17,67,0,67,382.55,4.14,263,99548
20111023:1500,19.85,75.58,223,225.52,150,375.87,4.04,254,99577
20111023:1600,19.27,79.99,25,0,25,369.18,3.94,245,99607
20111023:1700,18.69,84.4,0,0,0,362.5,3.85,236,99636
20111023:1800,18.36,86.83,0,0,0,356.02,3.09,229,99666
20111023:1900,18.03,89.26,0,0,0,349.53,2.33,222,99696
20111023:2000,17.7,91.69,0,0,0,343.05,1.57,215,99725
20111023:2100,16.98,92.92,0,0,0,340.65,2.17,207,99709
20111023:2200,16.25,94.15,0,0,0,338.25,2.77,198,99692
20111023:2300,15.53,95.38,0,0,0,335.85,3.37,190,99676
20111024:0000,15.1,94.84,0,0,0,336.67,3.2,196,99666
20111024:0100,14.67,94.3,0,0,0,337.48,3.03,202,99656
20111024:0200,14.24,93.76,0,0,0,338.3,2.87,208,99646
20111024:0300,13.81,94.42,0,0,0,333.65,2.77,210,99663
20111024:0400,13.38,95.09,0,0,0,329,2.68,211,99679
20111024:0500,12.95,95.75,0,0,0,324.35,2.58,212,99696
20111024:0600,14.93,88.4,32,95.18,25,327.42,2.63,215,99751
20111024:0700,16.91,81.04,209,350.32,113,330.48,2.68,217,99807
20111024:0800,18.88,73.69,417,611.44,143,333.55,2.73,220,99863
20111024:0900,20.37,65.8,599,801.43,131,339.67,3.03,227,99840
20111024:1000,21.86,57.9,659,663.43,213,345.78,3.34,235,99817
20111024:1100,23.35,50.01,716,734.06,197,351.9,3.64,243,99794
20111024:1200,23.77,47.53,680,683.78,211,354.97,3.86,244,99751
20111024:1300,24.18,45.05,633,820.92,132,358.03,4.08,245,99709
20111024:1400,24.59,42.57,491,793.21,106,361.1,4.3,247,99666
20111024:1500,23.32,49.69,225,240.89,148,356.4,3.89,235,99686
20111024:1600,22.04,56.8,58,72.34,49,351.7,3.49,223,99705
20111024:1700,20.77,63.92,0,0,0,347,3.08,211,99725
20111024:1800,20.13,65.85,0,0,0,346.37,3.14,203,99788
20111024:1900,19.48,67.78,0,0,0,345.73,3.2,195,99850
20111024:2000,18.84,69.71,0,0,0,345.1,3.27,187,99913
20111024:2100,18.44,70.87,0,0,0,344.72,3.42,188,99926
20111024:2200,18.04,72.03,0,0,0,344.33,3.56,189,99939
20111024:2300,17.64,73.19,0,0,0,343.95,3.71,190,99952
20111025:0000,17.25,74.56,0,0,0,342.03,4.25,195,99959
20111025:0100,16.86,75.94,0,0,0,340.12,4.8,201,99965
20111025:0200,16.48,77.31,0,0,0,338.2,5.34,206,99972
20111025:0300,16.23,79.06,0,0,0,334.65,4.79,211,100005
20111025:0400,15.99,80.81,0,0,0,331.1,4.24,216,100037
20111025:0500,15.74,82.56,0,0,0,327.55,3.7,221,100070
20111025:0600,17.33,74.37,30,71.04,25,331.03,3.22,265,100139
20111025:0700,18.91,66.19,220,447.18,99,334.52,2.74,310,100208
20111025:0800,20.49,58,417,632.3,136,338,2.26,355,100277
20111025:0900,21.94,52.09,547,600,199,346.18,1.65,15,100258
20111025:1000,23.39,46.17,674,731.89,185,354.37,1.03,35,100238
20111025:1100,24.84,40.26,716,747.03,191,362.55,0.41,54,100218
20111025:1200,25.28,39.47,699,767.31,176,366.02,0.62,44,100162
20111025:1300,25.71,38.67,588,651.79,193,369.48,0.82,34,100106
20111025:1400,26.15,37.88,457,635.9,151,372.95,1.02,24,100051
20111025:1500,24.9,39.85,272,503.72,113,366.53,1.04,37,100077
20111025:1600,23.66,41.81,57,74.6,48,360.12,1.07,50,100103
20111025:1700,22.42,43.78,0,0,0,353.7,1.09,63,100130
20111025:1800,21.29,50.06,0,0,0,351.12,1.41,68,100169
20111025:1900,20.16,56.34,0,0,0,348.53,1.72,73,100208
20111025:2000,19.03,62.62,0,0,0,345.95,2.04,79,100248
20111025:2100,18.49,66.28,0,0,0,343.4,2.05,84,100241
20111025:2200,17.94,69.93,0,0,0,340.85,2.06,90,100235
20111025:2300,17.39,73.59,0,0,0,338.3,2.07,96,100228
20111026:0000,17.04,73.59,0,0,0,337.53,2.2,97,100199
20111026:0100,16.7,73.59,0,0,0,336.77,2.33,97,100169
20111026:0200,16.35,73.59,0,0,0,336,2.46,98,100139
20111026:0300,15.85,75.17,0,0,0,333.93,2.48,104,100143
20111026:0400,15.35,76.74,0,0,0,331.87,2.5,110,100146
20111026:0500,14.84,78.32,0,0,0,329.8,2.52,117,100149
20111026:0600,17.07,69.43,27,59.52,23,332.73,2.61,123,100189
20111026:0700,19.29,60.55,207,378.1,106,335.67,2.7,129,100228
20111026:0800,21.51,51.66,409,605.88,142,338.6,2.79,134,100268
20111026:0900,23.43,45.16,571,713.48,160,346.18,3.36,140,100208
20111026:1000,25.35,38.67,710,894.58,116,353.77,3.93,145,100149
20111026:1100,27.26,32.17,719,774.47,178,361.35,4.5,150,100090
20111026:1200,27.77,30.99,690,751.48,181,364.88,4.66,152,100014
20111026:1300,28.27,29.81,580,636.43,197,368.42,4.83,154,99939
20111026:1400,28.77,28.63,458,658.15,144,371.95,4.99,156,99863
20111026:1500,27.16,32.11,268,500.45,112,365.92,4.69,143,99867
20111026:1600,25.54,35.58,55,76.96,46,359.88,4.38,129,99870
20111026:1700,23.92,39.06,0,0,0,353.85,4.07,116,99873
20111026:1800,22.99,40.91,0,0,0,350.33,4.32,114,99906
20111026:1900,22.05,42.77,0,0,0,346.82,4.57,113,99939
20111026:2000,21.12,44.62,0,0,0,343.3,4.83,111,99972
20111026:2100,20.7,46.57,0,0,0,340.63,4.98,111,99965
20111026:2200,20.27,48.51,0,0,0,337.97,5.14,112,99959
20111026:2300,19.84,50.46,0,0,0,335.3,5.3,112,99952
20111027:0000,19.59,49.68,0,0,0,333.17,5.1,114,99942
20111027:0100,19.34,48.9,0,0,0,331.03,4.91,116,99932
20111027:0200,19.08,48.12,0,0,0,328.9,4.72,117,99922
20111027:0300,18.63,49.97,0,0,0,327.65,4.75,115,99939
20111027:0400,18.18,51.82,0,0,0,326.4,4.79,114,99955
20111027:0500,17.73,53.67,0,0,0,325.15,4.83,112,99972
20111027:0600,19.31,49.41,13,0,13,329.58,5.38,111,100011
20111027:0700,20.89,45.16,187,273.1,115,334.02,5.94,110,100051
20111027:0800,22.46,40.9,352,370.76,190,338.45,6.5,109,100090
20111027:0900,24.35,36.36,557,672.98,172,347.82,6.84,108,100028
20111027:1000,26.23,31.81,672,756.21,173,357.18,7.19,107,99965
20111027:1100,28.11,27.27,752,923.2,111,366.55,7.53,106,99903
20111027:1200,28.82,26.98,624,540.79,260,371.53,8.11,109,99814
20111027:1300,29.52,26.68,631,870.13,111,376.52,8.68,111,99725
20111027:1400,30.23,26.39,190,12.68,184,381.5,9.26,113,99636
20111027:1500,28.74,29.48,201,185.15,144,380.5,8.58,105,99646
20111027:1600,27.25,32.58,75,273.55,44,379.5,7.91,97,99656
20111027:1700,25.77,35.67,0,0,0,378.5,7.24,90,99666
20111027:1800,24.59,40.07,0,0,0,374.85,7.83,90,99676
20111027:1900,23.41,44.48,0,0,0,371.2,8.41,90,99686
20111027:2000,22.23,48.88,0,0,0,367.55,8.99,90,99696
20111027:2100,21.26,51.4,0,0,0,360.8,8.02,94,99659
20111027:2200,20.28,53.92,0,0,0,354.05,7.05,98,99623
20111027:2300,19.31,56.44,0,0,0,347.3,6.08,102,99587
20111028:0000,18.04,57.56,0,0,0,341.68,5.93,93,99558
20111028:0100,16.77,58.69,0,0,0,336.07,5.78,85,99528
20111028:0200,15.51,59.81,0,0,0,330.45,5.63,76,99498
20111028:0300,14.83,60.69,0,0,0,325.9,4.92,80,99495
20111028:0400,14.16,61.56,0,0,0,321.35,4.22,84,99492
20111028:0500,13.49,62.44,0,0,0,316.8,3.52,88,99488
20111028:0600,15.46,55.49,23,65.79,19,319.83,2.82,105,99511
20111028:0700,17.43,48.53,220,507.41,88,322.87,2.13,122,99534
20111028:0800,19.39,41.58,421,713.33,112,325.9,1.43,139,99558
20111028:0900,21.27,37.98,581,793.85,130,336,1.81,176,99518
20111028:1000,23.14,34.37,689,844.83,135,346.1,2.18,214,99479
20111028:1100,25.01,30.77,741,894.05,124,356.2,2.55,251,99439
20111028:1200,25.19,30.62,714,883.57,123,355.62,3.5,252,99416
20111028:1300,25.37,30.46,588,699.28,173,355.03,4.45,253,99393
20111028:1400,25.56,30.31,449,654.54,142,354.45,5.39,254,99370
20111028:1500,24.09,36.87,264,522.93,105,349.03,4.96,259,99410
20111028:1600,22.63,43.43,48,54.66,42,343.62,4.52,264,99449
20111028:1700,21.17,49.99,0,0,0,338.2,4.08,270,99488
20111028:1800,20.11,55.93,0,0,0,334.78,4.11,273,99528
20111028:1900,19.04,61.87,0,0,0,331.37,4.14,276,99567
20111028:2000,17.98,67.81,0,0,0,327.95,4.17,280,99607
20111028:2100,17.35,71.62,0,0,0,325.22,4.21,282,99594
20111028:2200,16.72,75.43,0,0,0,322.48,4.26,283,99581
20111028:2300,16.09,79.24,0,0,0,319.75,4.3,285,99567
20111029:0000,15.52,82.41,0,0,0,317.82,4.34,286,99584
20111029:0100,14.96,85.59,0,0,0,315.88,4.38,288,99600
20111029:0200,14.4,88.76,0,0,0,313.95,4.41,289,99617
20111029:0300,14.01,90.23,0,0,0,313.88,4.52,291,99633
20111029:0400,13.63,91.7,0,0,0,313.82,4.63,292,99650
20111029:0500,13.25,93.17,0,0,0,313.75,4.73,294,99666
20111029:0600,14.6,84.75,22,52.1,19,317.53,4.82,294,99712
20111029:0700,15.94,76.32,211,467.59,91,321.32,4.91,294,99758
20111029:0800,17.28,67.9,406,647.39,128,325.1,4.99,294,99804
20111029:0900,18.73,61.49,558,709.04,158,331.87,5.25,290,99768
20111029:1000,20.18,55.07,663,753.48,172,338.63,5.51,286,99732
20111029:1100,21.63,48.66,697,740.6,189,345.4,5.77,283,99696
20111029:1200,22.04,47.62,680,761.25,174,351.03,5.55,287,99666
20111029:1300,22.45,46.57,563,619.3,198,356.67,5.34,291,99636
20111029:1400,22.86,45.53,439,627.83,147,362.3,5.13,295,99607
20111029:1500,22.03,49.44,253,472.81,111,358.22,4.5,296,99633
20111029:1600,21.2,53.35,52,94.06,42,354.13,3.87,298,99659
20111029:1700,20.37,57.26,0,0,0,350.05,3.24,300,99686
20111029:1800,19.48,60.98,0,0,0,347.13,3.09,297,99728
20111029:1900,18.59,64.71,0,0,0,344.22,2.93,294,99771
20111029:2000,17.7,68.43,0,0,0,341.3,2.77,292,99814
20111029:2100,17.07,71.28,0,0,0,338.4,2.65,292,99801
20111029:2200,16.44,74.12,0,0,0,335.5,2.53,293,99788
20111029:2300,15.81,76.97,0,0,0,332.6,2.41,294,99774
20111030:0000,15.5,78.8,0,0,0,332.15,2.39,296,99778
20111030:0100,15.2,80.62,0,0,0,331.7,2.37,297,99781
20111030:0200,14.9,82.45,0,0,0,331.25,2.34,299,99784
20111030:0300,14.49,84.61,0,0,0,329.75,2.31,303,99801
20111030:0400,14.08,86.77,0,0,0,328.25,2.28,307,99817
20111030:0500,13.67,88.93,0,0,0,326.75,2.25,310,99834
20111030:0600,15.26,79.86,20,55.21,17,330.1,1.96,312,99876
20111030:0700,16.85,70.8,202,422.73,95,333.45,1.67,314,99919
20111030:0800,18.43,61.73,397,620.23,133,336.8,1.38,316,99962
20111030:0900,19.56,55.87,551,692.64,163,345.88,1.26,310,99936
20111030:1000,20.69,50,655,738.18,177,354.97,1.14,304,99909
20111030:1100,21.82,44.14,689,726.05,194,364.05,1.02,298,99883
20111030:1200,22.43,43.41,671,744.83,179,363.93,1.11,311,99847
20111030:1300,23.03,42.67,562,630.42,193,363.82,1.2,323,99811
20111030:1400,23.64,41.94,435,624.44,147,363.7,1.28,336,99774
20111030:1500,22.72,45.99,252,488.76,107,361.4,1.99,338,99804
20111030:1600,21.81,50.05,47,77.73,39,359.1,2.69,341,99834
20111030:1700,20.9,54.1,0,0,0,356.8,3.39,344,99863
20111030:1800,20.02,57.31,0,0,0,353.8,3.11,343,99903
20111030:1900,19.15,60.53,0,0,0,350.8,2.82,342,99942
20111030:2000,18.27,63.74,0,0,0,347.8,2.54,341,99982
20111030:2100,17.69,66.8,0,0,0,342.58,2.51,335,99982
20111030:2200,17.1,69.87,0,0,0,337.37,2.47,329,99982
20111030:2300,16.51,72.93,0,0,0,332.15,2.44,323,99982
20111031:0000,16.23,76.37,0,0,0,331.48,2.8,316,99965
20111031:0100,15.95,79.8,0,0,0,330.82,3.16,308,99949
20111031:0200,15.66,83.24,0,0,0,330.15,3.52,301,99932
20111031:0300,15.34,85.6,0,0,0,330.17,3.56,303,99949
20111031:0400,15.01,87.96,0,0,0,330.18,3.6,304,99965
20111031:0500,14.68,90.32,0,0,0,330.2,3.64,306,99982
20111031:0600,16.07,81.97,16,19.57,15,332.83,3.77,308,100024
20111031:0700,17.47,73.61,133,84.14,112,335.47,3.89,311,100067
20111031:0800,18.86,65.26,405,670.82,122,338.1,4.01,313,100110
20111031:0900,20.28,58.84,591,884.56,99,345.17,4.23,311,100074
20111031:1000,21.7,52.42,686,867.21,128,352.23,4.45,309,100037
20111031:1100,23.12,46,705,788.04,171,359.3,4.66,307,100001
20111031:1200,23.52,43.7,703,874.41,129,361.93,4.61,307,99945
20111031:1300,23.92,41.39,594,762.05,151,364.57,4.55,307,99890
20111031:1400,24.32,39.09,453,723.67,122,367.2,4.5,307,99834
20111031:1500,23.39,42.09,262,566.38,96,362.2,4.22,306,99870
20111031:1600,21.29,51.03,54,140.54,40,350.84,3.54,306,99906
20111031:1700,20.77,52.39,0,0,0,348.28,3.57,306,99942
20111031:1800,20.26,53.76,0,0,0,345.72,3.59,308,99991
20111031:1900,19.74,55.13,0,0,0,343.16,3.62,310,100041
20111031:2000,19.23,56.49,0,0,0,340.59,3.64,312,100090
20111031:2100,18.71,57.86,0,0,0,338.03,3.67,313,100097
20111031:2200,18.2,59.22,0,0,0,335.47,3.69,315,100103
20111031:2300,17.69,60.59,0,0,0,332.91,3.72,317,100110
20131101:0000,17.17,61.96,0,0,0,330.34,3.74,344,100544
20131101:0100,16.66,63.32,0,0,0,327.78,3.77,336,100504
20131101:0200,16.14,64.69,0,0,0,325.22,3.79,329,100465
20131101:0300,15.63,66.05,0,0,0,322.66,3.82,329,100508
20131101:0400,15.11,67.42,0,0,0,320.09,3.84,330,100550
20131101:0500,14.6,68.79,0,0,0,317.53,3.87,330,100593
20131101:0600,14.08,70.15,3,0,3,314.97,3.89,330,100652
20131101:0700,13.57,71.52,145,124.2,114,312.41,3.92,331,100711
20131101:0800,18.01,53.99,169,11.85,164,325.95,4.22,332,100771
20131101:0900,19.48,49.06,231,10.79,225,332.85,4.26,329,100734
20131101:1000,20.94,44.12,680,847,135,339.75,4.3,327,100698
20131101:1100,22.4,39.19,711,814.6,159,346.65,4.34,325,100662
20131101:1200,22.74,37.26,682,792.14,162,349.87,3.94,318,100613
20131101:1300,23.08,35.32,599,789.58,140,353.08,3.54,311,100563
20131101:1400,23.41,33.39,452,721.49,122,356.3,3.14,304,100514
20131101:1500,22.22,36.48,262,573.21,94,350.43,2.91,306,100537
20131101:1600,21.03,39.58,59,200.77,39,344.57,2.68,309,100560
20131101:1700,19.84,42.67,0,0,0,338.7,2.44,312,100583
20131101:1800,18.92,44.63,0,0,0,334.63,2.33,319,100619
20131101:1900,18,46.59,0,0,0,330.57,2.21,326,100655
20131101:2000,17.08,48.55,0,0,0,326.5,2.1,333,100692
20131101:2100,16.64,49.88,0,0,0,324,2.35,335,100682
20131101:2200,16.21,51.22,0,0,0,321.5,2.6,337,100672
20131101:2300,15.77,52.55,0,0,0,319,2.86,339,100662
20131102:0000,15.03,52.86,0,0,0,317.85,2.87,334,100639
20131102:0100,14.3,53.16,0,0,0,316.7,2.89,330,100616
20131102:0200,13.56,53.47,0,0,0,315.55,2.91,325,100593
20131102:0300,12.98,55.52,0,0,0,314.4,2.89,324,100600
20131102:0400,12.39,57.58,0,0,0,313.25,2.86,322,100606
20131102:0500,11.8,59.63,0,0,0,312.1,2.84,320,100613
20131102:0600,14.03,53.42,3,0,3,314.55,2.52,324,100655
20131102:0700,16.26,47.2,87,8.13,85,317,2.21,328,100698
20131102:0800,18.49,40.99,165,9.57,161,319.45,1.89,331,100741
20131102:0900,20.01,37.74,227,10.86,221,325.97,2.29,333,100698
20131102:1000,21.53,34.48,668,814.87,147,332.48,2.69,335,100655
20131102:1100,23.05,31.23,703,798.79,165,339,3.09,337,100613
20131102:1200,23.41,29.93,677,790.95,161,340.18,2.74,338,100563
20131102:1300,23.77,28.63,598,801.9,135,341.37,2.39,339,100514
20131102:1400,24.13,27.33,448,718.64,122,342.55,2.04,340,100465
20131102:1500,23.32,28.8,257,559.44,95,335.62,1.63,354,100488
20131102:1600,22.51,30.28,54,165.99,38,328.68,1.22,8,100511
20131102:1700,21.71,31.75,0,0,0,321.75,0.81,22,100534
20131102:1800,20.15,34.45,0,0,0,319.03,1.04,41,100560
20131102:1900,18.59,37.15,0,0,0,316.32,1.27,59,100586
20131102:2000,17.03,39.85,0,0,0,313.6,1.5,78,100613
20131102:2100,16.3,43.1,0,0,0,311.65,1.87,100,100603
20131102:2200,15.57,46.36,0,0,0,309.7,2.24,123,100593
20131102:2300,14.84,49.61,0,0,0,307.75,2.61,145,100583
20131103:0000,14.28,50.86,0,0,0,305.05,2.57,167,100580
20131103:0100,13.72,52.1,0,0,0,302.35,2.52,188,100577
20131103:0200,13.15,53.35,0,0,0,299.65,2.48,209,100573
20131103:0300,12.67,54.1,0,0,0,298.13,2.49,210,100593
20131103:0400,12.19,54.85,0,0,0,296.62,2.5,211,100613
20131103:0500,11.7,55.6,0,0,0,295.1,2.51,212,100632
20131103:0600,13.98,48.14,2,0,2,298.67,2.3,211,100669
20131103:0700,16.27,40.68,124,70.1,107,302.23,2.09,210,100705
20131103:0800,18.55,33.22,163,9.65,159,305.8,1.88,209,100741
20131103:0900,20.4,29.88,219,9.12,214,313.82,2.35,209,100685
20131103:1000,22.24,26.54,653,768.13,165,321.83,2.83,209,100629
20131103:1100,24.08,23.2,686,751.37,183,329.85,3.31,209,100573
20131103:1200,24.44,23.14,658,729.54,185,330.97,3.33,220,100517
20131103:1300,24.79,23.07,621,938.12,83,332.08,3.36,231,100462
20131103:1400,25.14,23.01,436,677.86,131,333.2,3.38,243,100406
20131103:1500,23.59,26.07,246,503.24,102,327.68,3.19,229,100422
20131103:1600,22.04,29.13,51,160.86,36,322.17,2.99,215,100439
20131103:1700,20.49,32.19,0,0,0,316.65,2.8,202,100455
20131103:1800,19.69,33.51,0,0,0,314.18,3.17,199,100468
20131103:1900,18.9,34.83,0,0,0,311.72,3.54,196,100481
20131103:2000,18.1,36.15,0,0,0,309.25,3.92,193,100494
20131103:2100,17.75,36.67,0,0,0,307.13,4.29,195,100471
20131103:2200,17.39,37.18,0,0,0,305.02,4.65,197,100448
20131103:2300,17.04,37.7,0,0,0,302.9,5.02,198,100425
20131104:0000,16.56,37.66,0,0,0,301.13,5.17,205,100416
20131104:0100,16.08,37.62,0,0,0,299.37,5.31,211,100406
20131104:0200,15.6,37.58,0,0,0,297.6,5.46,218,100396
20131104:0300,15.23,38.24,0,0,0,296.78,5.39,218,100389
20131104:0400,14.86,38.9,0,0,0,295.97,5.31,218,100383
20131104:0500,14.48,39.56,0,0,0,295.15,5.24,218,100376
20131104:0600,16.32,35.58,2,0,2,298.55,5.42,217,100373
20131104:0700,18.17,31.59,117,58.59,103,301.95,5.59,217,100369
20131104:0800,20.01,27.61,168,14.62,162,305.35,5.77,216,100366
20131104:0900,22.03,25.04,220,9.19,215,312.52,6.59,220,100287
20131104:1000,24.05,22.48,656,796.8,153,319.68,7.42,223,100208
20131104:1100,26.07,19.91,697,811.56,157,326.85,8.25,227,100130
20131104:1200,26.45,19.08,683,850.44,135,327.7,8.21,228,100028
20131104:1300,26.83,18.24,573,725,160,328.55,8.17,230,99926
20131104:1400,27.2,17.41,463,853.64,82,329.4,8.14,232,99824
20131104:1500,26.03,18.56,267,700.17,69,327.98,6.95,228,99817
20131104:1600,24.86,19.72,60,310.45,32,326.57,5.77,223,99811
20131104:1700,23.69,20.87,0,0,0,325.15,4.58,219,99804
20131104:1800,22.83,21.16,0,0,0,326.8,4.85,224,99814
20131104:1900,21.98,21.45,0,0,0,328.45,5.12,230,99824
20131104:2000,21.13,21.74,0,0,0,330.1,5.39,235,99834
20131104:2100,20.73,22.83,0,0,0,329.13,6.05,248,99804
20131104:2200,20.34,23.93,0,0,0,328.17,6.71,261,99774
20131104:2300,19.94,25.02,0,0,0,327.2,7.37,274,99745
20131105:0000,19.34,28.06,0,0,0,320.88,7.54,281,99728
20131105:0100,18.74,31.11,0,0,0,314.57,7.71,289,99712
20131105:0200,18.14,34.15,0,0,0,308.25,7.88,296,99696
20131105:0300,17.78,38.24,0,0,0,311.13,7.53,299,99738
20131105:0400,17.41,42.32,0,0,0,314.02,7.19,302,99781
20131105:0500,17.04,46.41,0,0,0,316.9,6.84,305,99824
20131105:0600,18.06,45.5,0,0,0,322.77,7.01,306,99876
20131105:0700,19.08,44.58,91,16.99,87,328.63,7.18,306,99929
20131105:0800,20.09,43.67,134,2.46,133,334.5,7.35,307,99982
20131105:0900,21.37,41.54,106,0,106,340.98,7.82,309,99939
20131105:1000,22.65,39.42,513,336.39,302,347.47,8.29,310,99896
20131105:1100,23.93,37.29,733,985.83,81,353.95,8.76,312,99853
20131105:1200,24.65,37.34,193,0,193,359.02,8.46,313,99801
20131105:1300,25.37,37.4,416,229.73,286,364.08,8.15,313,99748
20131105:1400,26.09,37.45,271,115.18,220,369.15,7.85,314,99696
20131105:1500,25.23,39.69,235,468.68,104,365.63,6.74,315,99742
20131105:1600,24.37,41.92,50,194.9,33,362.12,5.64,316,99788
20131105:1700,23.52,44.16,0,0,0,358.6,4.54,317,99834
20131105:1800,22.75,45.71,0,0,0,355.93,5.36,319,99893
20131105:1900,21.99,47.26,0,0,0,353.27,6.17,320,99952
20131105:2000,21.23,48.81,0,0,0,350.6,6.99,321,100011
20131105:2100,20.88,50.38,0,0,0,348.25,7.24,323,100024
20131105:2200,20.53,51.95,0,0,0,345.9,7.48,324,100037
20131105:2300,20.18,53.52,0,0,0,343.55,7.72,325,100051
20131106:0000,19.62,55.38,0,0,0,342.03,7.19,326,100041
20131106:0100,19.06,57.24,0,0,0,340.52,6.65,326,100031
20131106:0200,18.5,59.1,0,0,0,339,6.11,327,100021
20131106:0300,18.01,60.23,0,0,0,337.65,5.45,326,100064
20131106:0400,17.52,61.35,0,0,0,336.3,4.79,324,100106
20131106:0500,17.02,62.48,0,0,0,334.95,4.12,323,100149
20131106:0600,18.3,56.76,0,0,0,337.27,4.39,322,100192
20131106:0700,19.58,51.05,114,60.38,100,339.58,4.65,321,100235
20131106:0800,20.86,45.33,390,697.29,109,341.9,4.91,320,100277
20131106:0900,22.36,42.38,548,781,129,346.48,5.13,324,100258
20131106:1000,23.86,39.44,650,808.65,146,351.07,5.35,328,100238
20131106:1100,25.35,36.49,681,778.84,169,355.65,5.57,333,100218
20131106:1200,25.78,35.57,663,801.2,153,356.98,5.03,334,100185
20131106:1300,26.2,34.65,577,780.92,138,358.32,4.5,335,100153
20131106:1400,26.63,33.73,427,685.2,126,359.65,3.96,336,100120
20131106:1500,25.41,37.05,243,546.48,92,356.07,3.34,338,100166
20131106:1600,24.19,40.36,44,142.28,32,352.48,2.72,340,100212
20131106:1700,22.97,43.68,0,0,0,348.9,2.1,341,100258
20131106:1800,22.06,45.95,0,0,0,346.43,1.88,347,100327
20131106:1900,21.16,48.21,0,0,0,343.97,1.66,354,100396
20131106:2000,20.26,50.48,0,0,0,341.5,1.43,360,100465
20131106:2100,19.75,52.61,0,0,0,339.15,1.73,9,100475
20131106:2200,19.25,54.73,0,0,0,336.8,2.02,19,100485
20131106:2300,18.74,56.86,0,0,0,334.45,2.32,28,100494
